,funny,posted,item_id,recommend,user_id,sentiment_analysis
60,1 person found this review funny,16/05,4000,True,76561198048353577,2
61,,20/03/2013,33930,True,76561198048353577,2
62,,28/12/2015,359320,False,76561198066046412,0
63,2 people found this review funny,19/05/2015,219640,True,76561198066046412,2
64,,15/12/2015,287980,True,tru_mu_,2
65,,31/03,218620,True,76561198070565427,1
66,,21/08/2015,208090,True,76561198070565427,2
67,1 person found this review funny,17/10/2014,242700,True,76561198070565427,1
68,,27/06/2014,570,False,76561198070565427,1
69,,28/04/2014,224260,True,76561198070565427,1
70,,12/11/2015,221100,True,SavageEeEe,2
71,,18/06/2014,570,True,76561198076909484,2
72,,20/11/2014,331470,True,KanadeTheNeko,2
73,,29/05/2014,4000,True,KanadeTheNeko,2
74,,09/07,323370,True,Leaf_Light_Moscow,2
75,,29/12/2014,304930,True,GoAwayZach,2
76,,13/02/2015,12210,True,76561198054540475,0
77,,26/12/2014,265210,True,76561198054540475,1
78,,04/02/2014,48700,True,76561198054540475,2
79,,16/06,238460,True,76561198085547365,2
80,,16/06,34900,True,76561198085547365,2
81,,21/05/2015,730,True,76561198061252210,2
82,,06/12/2013,113200,True,OfficialShroomsy,2
83,,12/05/2014,440,True,boydeer,1
84,,24/08/2015,383080,False,boydeer,1
85,,06/01/2015,213670,True,VVillis,1
86,,22/12/2015,105600,True,76561198083226897,1
87,,23/06/2015,730,True,76561198075277292,0
88,,11/09/2015,570,True,76561198075277292,2
89,,22/04/2013,231180,True,76561198028895010,2
90,,27/05/2012,620,True,76561198028895010,2
91,,18/01,271290,True,76561198170198366,2
92,,30/07,4000,True,diego9031,1
93,,28/07,317360,True,diego9031,1
94,1 person found this review funny,05/12/2015,223710,True,diego9031,1
95,,04/10/2015,299360,True,diego9031,1
96,,03/10/2015,322330,True,diego9031,1
97,,13/08/2015,1250,True,diego9031,1
98,,22/02/2015,12100,True,diego9031,1
99,,14/01/2015,204360,True,diego9031,2
100,,14/12/2013,440,True,diego9031,1
101,,01/12/2013,224260,True,diego9031,2
102,,11/02/2012,440,True,jarrodtrim,2
103,,20/02,304930,True,76561198078738103,2
104,,12/03/2015,440,True,76561198067936203,2
105,,14/10/2015,1840,True,76561198079770573,1
106,,27/10/2013,440,True,76561198087586464,2
107,,27/11/2015,440,True,Derp-e,2
108,,09/10/2014,233250,True,76561198070194565,1
109,,07/05,449140,True,76561198070194565,1
110,,07/05,368730,True,76561198070194565,1
111,,04/04,246280,True,76561198070194565,1
112,,30/03,427270,True,76561198070194565,2
113,,28/03,397100,True,76561198070194565,1
114,,09/11/2015,248570,True,76561198070194565,1
115,,23/12/2015,298630,True,Rivtex,1
116,,06/05/2014,244210,True,UTNerd24,2
117,2 people found this review funny,02/12/2015,440,True,UTNerd24,1
118,2 people found this review funny,06/06/2015,376920,True,UTNerd24,2
119,,29/09/2015,257750,True,UTNerd24,2
120,,08/09/2014,221910,True,UTNerd24,1
121,,15/12/2013,2280,True,UTNerd24,0
122,,23/11/2015,417860,False,sandwiches1,1
123,,01/06/2014,218620,True,76561198138053270,2
124,,11/07/2014,218620,True,lucaswerg,2
125,,14/11/2014,222880,True,lucaswerg,1
126,,13/11/2015,377160,True,Life-Of-Blu,2
127,,15/12/2013,211820,True,Life-Of-Blu,2
128,1 person found this review funny,17/12/2015,252490,True,CaptianAutismo,0
129,,26/10/2014,440,True,76561198075895633,2
130,,11/01,242920,True,TheDropix101,2
131,,28/06/2014,251990,True,kube134,2
132,,12/09/2015,344760,False,iamthekingofbrowntown,0
133,,13/09/2015,252950,True,iamthekingofbrowntown,1
134,1 person found this review funny,20/04,236430,True,iamthekingofbrowntown,2
135,,14/10/2015,399730,True,iamthekingofbrowntown,2
136,,26/02,550,True,MainScout,1
138,,19/11/2015,377160,True,yookobz,2
139,,25/06/2013,219150,True,yookobz,2
140,,11/04/2014,277430,True,Posiblydead,2
141,,22/02/2014,239820,True,Posiblydead,2
142,,24/09/2012,17410,True,Posiblydead,2
143,,26/09/2015,440,True,Mossy_Gaming,2
144,,12/06/2015,270550,True,76561198102421718,2
145,,03/08/2015,274940,True,76561198102421718,2
146,1 person found this review funny,26/06/2015,333930,True,76561198102421718,0
147,,15/01/2014,440,True,76561198087407319,1
148,,14/10/2014,730,True,76561198056741844,1
149,2 people found this review funny,31/08,294100,True,sad-commie,0
150,,09/07/2014,212070,True,sad-commie,0
151,,13/03/2014,264140,True,sad-commie,1
152,2 people found this review funny,11/11/2014,332800,True,76561198030567998,1
153,,21/07/2015,319630,True,76561198030567998,2
154,,05/07/2015,6020,True,76561198030567998,0
155,,12/03/2015,55230,True,76561198030567998,2
156,,23/02/2014,32430,True,76561198030567998,2
157,,27/03,377160,False,76561198010674657,2
158,,15/01,440,True,76561198010674657,0
159,,22/03/2015,35450,True,Coldaniel,2
160,,21/08/2014,440,True,Coldaniel,2
161,,13/03/2015,236390,True,Coldaniel,2
162,,20/03/2015,351570,True,therealmorty,2
163,,07/03/2015,212680,True,therealmorty,0
164,,10/10/2015,391540,True,Berserklejerker,2
165,,06/07/2014,550,True,76561198061730629,0
166,,19/06/2014,440,True,YoHuNz,1
167,,19/02/2014,570,True,YoHuNz,1
168,,11/04/2015,72850,True,possessioniskey,2
169,,24/12/2015,440,True,possessioniskey,2
170,,17/05/2014,113400,True,possessioniskey,2
171,,09/08/2014,440,True,76561198093112529,2
172,,26/09/2015,200510,True,76561198060447950,2
173,,22/05/2015,730,True,whiteofwolfing,2
174,524 people found this review funny,22/08/2015,383080,True,sergarino,2
175,,26/05,200210,True,76561198081962345,2
176,,05/04/2014,1250,True,76561198081962345,1
178,,18/01,304050,True,76561198073210139,2
179,4 people found this review funny,30/12/2015,265610,True,Nozomikat,2
180,1 person found this review funny,01/08/2014,264200,True,Nozomikat,1
181,3 people found this review funny,26/12/2015,417860,True,Nozomikat,2
182,1 person found this review funny,14/04/2015,333600,True,Nozomikat,2
183,1 person found this review funny,30/12/2014,213670,True,Nozomikat,2
184,1 person found this review funny,04/12/2013,91310,True,Nozomikat,2
185,1 person found this review funny,19/08,437220,False,Nozomikat,0
186,1 person found this review funny,04/12/2013,210770,True,Nozomikat,2
187,12 people found this review funny,10/11/2015,351640,True,xfluttersx,2
188,,14/09,202530,False,xfluttersx,2
189,1 person found this review funny,27/08/2012,105600,True,xfluttersx,2
190,,05/02/2014,440,True,xfluttersx,2
191,,27/01/2013,47870,True,xfluttersx,2
192,,25/08/2015,383080,True,xfluttersx,2
193,,27/08/2012,410,True,xfluttersx,2
194,,16/12/2014,730,True,76561198056290589,2
195,,29/06/2014,253710,False,ii_voltage_ii,2
196,3 people found this review funny,11/04/2015,339280,True,ii_voltage_ii,2
197,,08/03/2014,271290,True,ii_voltage_ii,2
198,,16/11/2013,203290,True,ii_voltage_ii,2
199,1 person found this review funny,11/11/2015,440,True,76561198097762318,2
200,,26/12/2014,233150,True,76561198097762318,1
201,,17/01/2013,550,True,Hirukaz,0
202,1 person found this review funny,17/07/2015,730,True,StelerForYou,2
203,,29/12/2013,211820,True,StelerForYou,2
204,,06/05/2015,440,True,76561198183396245,2
205,1 person found this review funny,20/07,346330,False,Xx-Woods,1
206,,26/01/2015,224260,True,Xx-Woods,2
207,,16/11/2014,317360,True,Xx-Woods,2
208,,17/08/2014,295550,True,Xx-Woods,2
209,,21/07/2014,250180,True,Xx-Woods,1
210,,19/07/2014,227940,True,Xx-Woods,0
211,,08/02/2014,17520,True,Xx-Woods,1
212,,07/01/2014,113420,True,Xx-Woods,2
213,2 people found this review funny,06/07/2015,320760,True,kevinator23,0
214,,06/09/2015,8850,True,kevinator23,2
215,,24/04/2014,233720,True,kevinator23,2
216,1 person found this review funny,06/07/2015,218620,True,kevinator23,2
217,,27/01/2015,730,True,kevinator23,2
218,,25/01/2015,219740,True,kevinator23,2
219,,24/05/2014,220240,True,kevinator23,2
220,,20/10/2012,440,True,kevinator23,2
221,,28/03/2014,4000,True,76561198090715178,2
222,,09/07/2014,304930,True,76561198090715178,2
223,,23/02/2015,333950,True,CatsWhale,2
224,,29/08/2015,388520,True,CatsWhale,2
225,,23/11/2014,107410,True,CatsWhale,2
226,,09/09/2014,206210,True,CatsWhale,2
227,,26/03/2015,221100,True,76561198073784601,2
228,2 people found this review funny,08/07,299740,False,76561198073784601,0
229,,23/11/2015,730,True,mimimomoma,2
230,,14/09/2015,440,True,76561198102410011,1
231,,13/10/2014,209870,True,de_Butl3r,2
232,2 people found this review funny,23/07,322170,True,76561198027947401,2
233,,20/02,304050,True,76561198027947401,2
234,,27/12/2015,440,True,Bluezap1,2
235,,13/05/2015,730,True,Bluezap1,2
236,,27/12/2015,362890,True,Bluezap1,2
237,,21/12/2015,413850,True,Bluezap1,1
238,,15/11/2015,730,True,76561198074200011,2
239,2 people found this review funny,09/09,346110,True,jonasdbomb,2
240,1 person found this review funny,13/06/2014,570,True,L1J1N,2
241,1 person found this review funny,13/03/2015,311560,True,Lord_Exploit,2
242,,07/01/2015,322170,True,Lord_Exploit,2
243,,02/01/2014,48240,False,AVATAR715,0
244,,18/11/2015,440,True,AVATAR715,2
245,,01/06/2014,248570,True,AVATAR715,0
246,,18/03/2014,264140,True,AVATAR715,2
247,,16/02/2014,4000,True,AVATAR715,2
248,,25/02/2015,266430,True,AVATAR715,2
249,,15/08/2015,316010,True,AVATAR715,2
250,,25/12/2014,249570,True,AVATAR715,2
251,,22/02,730,True,YieuwMage,2
252,,16/12/2014,240,True,76561198078752187,1
253,,14/08/2015,304930,True,A-Very-Sly-Person,1
254,,11/11/2014,440,True,A-Very-Sly-Person,2
255,,29/05,730,True,76561198211054671,1
256,,03/07,333930,True,76561198211054671,0
257,2 people found this review funny,20/06,365590,True,76561197994493402,2
258,,01/03/2015,264200,True,76561197994493402,2
259,,27/11/2014,440,True,76561197994493402,2
260,3 people found this review funny,17/05,298050,False,Koolcaz12,2
261,,20/11/2015,383080,True,76561198065656175,2
262,,17/09,440,True,76561198188979775,2
263,,23/08/2014,301520,True,97396295,2
264,,17/06/2014,243870,True,97396295,2
265,,10/07/2014,218230,False,97396295,0
266,,26/08,291550,False,97396295,0
267,1 person found this review funny,15/06/2015,251570,True,76561198126640317,2
268,,14/02/2015,221100,True,76561198126640317,2
269,,12/09/2015,316010,True,76561198126640317,2
270,,12/09/2015,218230,True,76561198126640317,0
271,,01/07/2015,333930,True,76561198126640317,2
272,,01/07/2015,222880,True,76561198126640317,2
273,,15/06/2015,730,True,76561198126640317,2
274,,15/01/2015,55230,True,DemonicWolvz,2
275,,29/04/2015,232090,True,DemonicWolvz,2
276,,29/03/2015,4000,True,DemonicWolvz,1
277,,23/11/2014,206420,True,DemonicWolvz,2
278,,12/02/2014,224260,True,DemonicWolvz,2
279,,26/12/2013,550,True,DemonicWolvz,2
280,,29/08/2015,346110,True,DieMadchenschanderin,2
281,,05/10/2015,380770,False,DieMadchenschanderin,0
282,,29/06,454890,True,DieMadchenschanderin,0
283,,14/06/2013,227680,False,DieMadchenschanderin,2
284,1 person found this review funny,04/09,570,False,GGargula,1
285,,23/11/2015,233250,True,GGargula,1
286,,16/07,273350,True,Myther43,2
287,1 person found this review funny,31/05/2015,730,True,getf0kinn0sc0pedm9,0
288,,26/06,440,False,getf0kinn0sc0pedm9,0
289,3 people found this review funny,03/05/2015,730,True,76561198141443390,2
290,,14/06,570,True,76561198097333029,1
291,,06/08/2015,730,True,whodafuqisthisguilao,2
292,,05/10/2015,370480,True,Magjiikal,2
293,,17/12/2015,313740,True,Magjiikal,2
294,,17/12/2014,1840,True,ohnospaghet,2
295,,30/09/2014,440,True,ohnospaghet,0
296,,10/03/2015,266210,True,ohnospaghet,2
297,,16/01,369200,True,ohnospaghet,1
298,,05/03,252490,False,ohnospaghet,0
299,,10/03/2015,264200,True,ohnospaghet,2
300,6 people found this review funny,19/03,292030,True,76561198050347115,0
301,4 people found this review funny,01/09/2015,287700,True,2768820078,1
302,1 person found this review funny,19/04,730,False,2768820078,1
303,2 people found this review funny,18/04,310950,True,2768820078,1
304,,18/11/2015,377160,True,2768820078,1
305,,08/08/2015,221380,True,2768820078,1
306,,15/07/2015,333950,True,2768820078,1
307,,12/06/2015,222420,False,2768820078,1
308,,19/05/2015,271590,True,2768820078,1
309,,11/05/2015,298110,True,2768820078,1
310,,02/05/2015,222440,True,2768820078,1
311,,07/02,259530,True,76561198056392326,1
312,,30/01,219640,False,76561198056392326,1
313,,30/01,269210,False,76561198056392326,1
314,,20/08/2014,317470,False,2d4nk4m3,2
315,,18/03/2014,47410,True,2d4nk4m3,2
316,,10/04,730,True,76561198078478151,1
317,,15/09,365450,True,exiaez,1
318,,01/05/2015,245620,True,76561198095921854,2
319,5 people found this review funny,28/10/2015,70,True,EizanAratoFujimaki,2
320,1 person found this review funny,15/04,359550,False,EizanAratoFujimaki,0
321,,15/12/2014,274980,True,TeCool,2
322,,06/12/2014,202090,True,TeCool,2
323,,11/04/2015,339280,True,TeCool,2
324,1 person found this review funny,31/01/2015,314130,False,TeCool,0
325,,13/09/2015,570,True,2xDelorean,2
326,1 person found this review funny,26/07/2013,212680,True,2xDelorean,2
327,,18/05/2013,200210,True,2xDelorean,2
328,,30/10/2011,440,True,2xDelorean,2
329,,19/08,440,False,washington_,2
330,,19/08,4000,True,washington_,2
331,,19/08,211820,True,washington_,1
332,,19/08,10180,True,washington_,1
333,,19/08,252490,True,washington_,1
334,,13/12/2015,417860,True,washington_,0
335,,18/05/2015,251970,True,jewxxl,2
336,1 person found this review funny,22/06,359550,True,76561198088944293,0
337,,14/07,107410,True,76561198088944293,2
338,,27/06,218230,False,76561198088944293,1
339,7 people found this review funny,08/03,437701,False,76561198088944293,1
340,,13/12/2014,304930,True,76561198088944293,1
341,,31/07/2015,400,True,76561198092540221,2
342,,29/06/2015,620,True,76561198092540221,2
343,,29/06/2015,238460,True,76561198092540221,2
344,,12/02/2015,6060,True,76561198092540221,2
345,,29/03/2014,440,True,76561198092540221,2
346,,04/02/2015,730,True,76561198051258119,2
347,,21/04/2014,265610,True,nubquake123,2
348,1 person found this review funny,15/02/2013,31280,True,Pyromanic,2
349,,15/02/2013,4000,True,Pyromanic,2
350,,15/02/2013,240,True,Pyromanic,2
351,,27/03,440,True,76561198109656922,2
352,,01/08/2015,252490,True,CobRazor,1
353,,27/12/2013,8930,True,relesprit,2
354,,16/07/2014,304930,True,WitchHunter4542,2
355,,13/01/2015,237310,True,WitchHunter4542,0
356,,11/01/2014,224260,True,WitchHunter4542,2
357,103 people found this review funny,03/09/2015,230410,True,pwrt,2
358,,20/01/2014,440,True,pwrt,2
359,,03/05/2014,440,True,wantmahbody,2
360,,01/05,219640,False,76561198115868847,0
361,,02/08/2014,570,True,benedictcuminherbatch,2
362,,17/03/2014,8930,True,76561198031207016,2
363,,19/07/2015,105600,True,76561198043458582,2
364,,26/05/2015,221100,True,76561198043458582,2
365,,22/11/2015,107410,True,76561198043458582,2
366,,18/10/2014,231430,True,76561198043458582,2
367,,30/12/2014,218620,True,smashiroshh,2
368,,07/03,225540,True,shark854,2
369,2 people found this review funny,22/01/2015,570,True,killbunny38,2
370,,20/08/2015,333930,False,killbunny38,1
371,,14/05/2015,230410,False,76561198047630659,2
372,1 person found this review funny,13/04/2015,271590,True,1337lolroflmao,2
373,,01/10/2014,218620,True,1337lolroflmao,0
374,1 person found this review funny,28/12/2013,219740,True,1337lolroflmao,0
375,,28/12/2013,7940,True,1337lolroflmao,2
376,,30/11/2014,234190,True,1337lolroflmao,2
377,,28/12/2013,10180,True,1337lolroflmao,2
378,,28/12/2013,33900,True,1337lolroflmao,2
379,,05/01/2015,261030,True,1337lolroflmao,2
380,,23/12/2014,243470,True,1337lolroflmao,0
381,,01/09/2015,302830,False,sithjjf,0
382,,04/10/2014,570,False,76561198060039459,0
383,,10/01,218620,False,OzfurAtlas,1
384,3 people found this review funny,12/09,4700,True,OzfurAtlas,0
385,,08/12/2013,212680,True,OzfurAtlas,0
386,1 person found this review funny,06/11/2015,304930,False,76561198065593074,0
387,,25/06,730,False,76561198065593074,0
388,,23/09/2015,304050,True,76561198065593074,2
389,,31/05/2014,203750,True,76561198065593074,2
390,,24/06/2015,227940,False,76561198044169764,2
391,1 person found this review funny,22/07/2015,355180,False,76561198044169764,0
392,,20/03,730,True,76561198044169764,0
393,,03/06/2015,4000,True,76561198044169764,1
394,,26/07/2014,236390,True,euzi,2
395,,15/05,221100,False,76561198074935997,0
396,,13/05,365590,False,76561198074935997,1
397,1 person found this review funny,10/07,299740,True,76561198074935997,2
398,,17/09,346110,False,76561198074935997,2
399,,16/08,275850,False,76561198074935997,2
400,,31/07,400800,False,76561198074935997,0
401,,29/06,252490,False,76561198074935997,2
402,,06/03,437220,False,76561198074935997,2
403,,23/04/2014,730,True,76561197961778802,2
404,,08/09,440,True,lucasrash,1
405,,02/09,301520,False,76561198016602703,0
406,,23/07,433340,True,76561198016602703,2
407,,12/04/2014,440,True,thisissohardtomakeoneup,1
408,,04/04/2015,4000,True,76561198087010391,2
409,,05/01/2015,302830,False,66666669999999,1
410,,14/09/2014,220200,True,76561198061174192,2
411,,14/09/2014,242760,True,76561198061174192,0
412,,12/10/2015,352460,True,ReMiXOfficalSteam,2
413,2 people found this review funny,22/03/2015,322920,True,Wilfire77,2
414,,01/12/2015,234792,True,76561198084390807,1
415,,10/05/2014,252490,True,76561198084390807,2
416,16 people found this review funny,01/08/2015,304050,False,Mastic,0
417,,29/06,297130,True,Mastic,2
418,,25/03,397570,True,Mastic,0
419,1 person found this review funny,30/12/2014,550,True,Mastic,2
420,,27/12/2014,206420,True,Mastic,2
421,,07/07,278360,False,Mastic,2
422,1 person found this review funny,26/12/2013,10180,True,76561198028286104,2
423,34 people found this review funny,26/08,242760,True,tarjla,2
424,,13/07/2014,304930,True,tarjla,2
425,,26/08,441790,True,tarjla,2
426,2 people found this review funny,28/01/2015,265750,True,tarjla,2
427,1 person found this review funny,08/05/2014,252490,True,tarjla,2
428,,21/11/2013,4000,True,tarjla,2
429,,07/12/2013,211820,True,tarjla,2
430,,09/02/2013,105600,True,tarjla,2
431,,26/08,251570,True,tarjla,2
432,,09/01/2014,730,True,tarjla,2
433,,18/07,233110,False,deathnz1,0
434,,16/07,322910,False,deathnz1,2
435,,26/12/2014,276340,True,deathnz1,2
436,,14/05,227940,True,readingthis4noobs,2
437,1 person found this review funny,13/03/2015,304930,True,76561198104393251,2
438,2 people found this review funny,30/03,730,True,76561198075322986,1
439,,18/06,448530,True,redsncrimson,2
440,1 person found this review funny,20/03,304410,True,redsncrimson,2
441,,20/03,620,True,redsncrimson,2
442,,23/12/2014,274920,True,redsncrimson,1
443,,26/12/2013,211820,True,redsncrimson,2
444,,20/03,219890,True,redsncrimson,2
445,,18/05/2013,49520,True,redsncrimson,2
446,,09/01/2013,223510,True,redsncrimson,2
447,,30/11/2012,440,True,redsncrimson,2
448,1 person found this review funny,22/04,252950,True,76561198151910904,2
449,1 person found this review funny,10/03/2014,240,True,H1DD3NT3RR0R,2
450,,27/02/2014,105600,True,H1DD3NT3RR0R,2
451,,25/11/2013,204300,True,H1DD3NT3RR0R,2
452,1 person found this review funny,11/06/2014,730,True,H1DD3NT3RR0R,0
453,3 people found this review funny,04/09/2015,440,False,H1DD3NT3RR0R,0
454,1 person found this review funny,18/06/2014,570,True,H1DD3NT3RR0R,0
455,,11/05/2015,268750,True,76561198071214618,2
456,,22/05/2015,570,True,76561198115115631,2
457,,10/08/2015,570,True,76561198071175142,1
458,,07/07/2015,271590,True,76561198071175142,2
459,,13/05/2015,360870,True,t8s,2
460,1 person found this review funny,02/05/2015,730,True,t8s,2
461,1 person found this review funny,12/03,230410,True,pikawuu2,1
462,,15/09/2013,12900,True,pikawuu2,2
463,,04/11/2014,301520,True,Sammeh00,2
464,,07/08/2014,6060,True,Michaelele,2
465,,30/06/2014,730,True,Michaelele,2
466,,21/08/2014,107410,True,Michaelele,2
467,,16/07/2014,304930,True,Michaelele,2
468,3 people found this review funny,07/08/2015,335670,True,76561198045754869,1
469,,02/08/2015,215080,True,76561198076098774,2
470,,24/02/2014,570,True,76561198103253374,0
471,,28/12/2015,271590,True,76561198048417105,2
472,,27/02/2015,730,True,76561198048417105,2
473,,13/08,244160,True,76561198048417105,2
474,,14/02,270880,True,76561198048417105,2
475,,16/01/2015,8190,True,76561198090842891,2
476,,10/06/2015,247730,False,76561198055767971,0
477,,27/11/2014,233630,True,76561197998052647,2
478,,24/02,303390,False,adohya343,2
479,1 person found this review funny,02/08/2014,221100,True,76561198145436942,2
480,,03/11/2014,208812,False,jjas01,2
481,,17/10/2015,218620,False,jjas01,2
482,,08/10/2013,243120,True,jjas01,2
483,,28/12/2015,234140,True,jjas01,1
484,,08/05/2014,204450,True,jjas01,2
485,,18/02/2014,225260,True,jjas01,2
486,,27/10/2013,50300,True,jjas01,2
487,,04/06/2014,201810,True,jjas01,2
488,,09/07,212630,False,jjas01,0
489,1 person found this review funny,02/03,427820,False,jjas01,0
490,,26/02/2014,500,True,3xotic26,2
491,,26/02/2014,440,True,3xotic26,2
492,,26/02/2014,49520,True,3xotic26,2
493,,15/07/2013,550,True,3xotic26,2
494,,16/06/2015,206420,True,iamthetrashlord,2
495,,20/07/2014,213670,True,iamthetrashlord,2
496,,24/08/2015,550,True,3dster,2
497,,14/03/2014,231040,True,76561198079990063,2
498,,28/08/2014,221100,True,Forty-Nine,0
499,1 person found this review funny,11/01,376300,False,Forty-Nine,2
500,,30/05/2015,351040,True,76561198051017916,1
501,,26/05/2014,250600,True,76561198051017916,1
502,1 person found this review funny,15/08,227940,True,L4M1NAS,2
503,,25/03,437220,True,L4M1NAS,2
504,,05/03/2015,221100,True,L4M1NAS,2
505,1 person found this review funny,16/07,301520,False,76561198096766604,2
506,,23/07/2015,264710,True,76561197995322437,2
507,,07/07/2014,218620,True,imsojipper,2
508,,16/01/2015,206420,True,76561198084542731,1
509,,16/02/2014,47790,True,76561198084542731,2
510,,11/04/2015,570,True,76561198103671881,2
511,1 person found this review funny,22/08,236110,True,mrpfresh,0
512,2 people found this review funny,16/10/2015,346110,True,mrpfresh,0
513,1 person found this review funny,09/01,232790,True,mrpfresh,2
514,,15/07/2012,440,True,GamerFag,2
515,,27/01/2011,70,True,GamerFag,0
516,,27/01/2011,420,True,GamerFag,1
517,,27/01/2011,380,True,GamerFag,2
518,,27/01/2011,220,True,GamerFag,1
519,,16/12/2010,1250,True,GamerFag,2
520,2 people found this review funny,09/09/2015,339230,False,EHS-R3AP3R,0
521,,15/10/2015,349700,True,EHS-R3AP3R,2
522,,26/11/2013,226700,True,EHS-R3AP3R,2
523,,12/12/2013,209160,True,EHS-R3AP3R,2
524,,15/12/2013,219990,True,chidori_647,2
525,,05/03/2014,213670,True,chidori_647,2
526,,30/11/2013,21100,False,chidori_647,0
527,,02/12/2013,8190,True,chidori_647,2
528,,28/11/2013,215470,False,chidori_647,0
529,,11/09/2014,730,True,76561198092227136,2
530,,26/05/2014,1250,True,76561198092227136,1
531,,18/07/2014,4000,True,hellcat59,2
532,,10/09/2015,401650,True,76561198007584361,0
533,,22/05/2012,35450,True,tbimperator,2
534,,17/01/2015,230410,True,Allahu_Akbar666,2
535,,24/10/2014,304930,False,Allahu_Akbar666,0
536,,27/10/2014,290020,True,ulramite,2
537,,08/02/2014,248860,True,ulramite,0
538,6 people found this review funny,24/07,211820,True,ulramite,2
539,,08/03/2014,226700,False,-GM-Dragon,0
540,,10/06/2015,244850,True,-GM-Dragon,2
541,,13/03/2015,298260,True,76561198054040292,2
542,,01/10/2015,370240,False,76561198078799606,0
543,,29/06/2015,730,True,76561198078799606,2
544,,02/05/2014,233450,True,76561198078799606,1
545,,27/06,214420,True,I_DID_911_JUST_SAYING,2
546,,26/06,365670,True,I_DID_911_JUST_SAYING,2
547,,26/06,440,True,I_DID_911_JUST_SAYING,2
548,,26/06,4000,True,I_DID_911_JUST_SAYING,2
549,,06/05/2013,221260,True,I_DID_911_JUST_SAYING,2
550,1 person found this review funny,24/03,369070,False,750805,0
551,2 people found this review funny,06/05,91310,False,750805,0
552,3 people found this review funny,31/08/2015,218620,True,diabeticfuck,2
553,,28/12/2015,419070,True,diabeticfuck,1
554,,23/11/2015,333930,False,diabeticfuck,0
555,,04/09/2015,287700,True,diabeticfuck,1
556,4 people found this review funny,10/01/2015,302830,False,76561198054465623,1
557,,04/01/2014,24240,True,76561198054465623,2
558,,24/04/2015,39800,True,76561198054465623,1
559,,21/02/2014,250600,True,76561198054465623,0
560,1 person found this review funny,13/07/2015,105600,True,76561198054465623,0
561,,03/04/2014,113020,True,76561198054465623,2
562,,29/08/2014,440,True,aaropro,2
563,,08/06,221100,True,aaropro,2
564,,16/11/2014,238960,True,abiam,1
565,,04/01/2015,310370,True,FrankoWalker,2
566,,06/12/2014,260410,True,FrankoWalker,1
